review
"Matchmaking game ini itu betul-betul jelek banget! Masak saya terus-terusan dapat tim yang bebannya minta ampun? Musuh skin sama cara mainnya jago, sedangkan saya selalu mvp kalah? Capek trophy turun terus, males kalo gini caranya, mending uninstall aja, bikin tambah stress aja"
"Keluh kesah main game ini selalu aja bertambah, update kali ini kebanyakan mode, makin banyak gear atau booster bikin chaos banget mainnya. untuk di jaringan juga ga ada peningkatan sama sekali, terkadang ketika bermain ranked setelah pemilihan Brawler stuck di sesi pick/banned. pencarian lawan jyga lama sekali, apakah ini game udah sepi?? untuk resource juga seret banget."
"bagus tapi kadang suka lama (loading) kalau udah pertandingan selesai dan tiba tiba keluar dari pertandingan membuat player kena hukuman gak bisa main reng nunggu (30 menit) :( padahal sinyal 5G HP ram 12 ,rom internal 100 keatas"
"Game ini tolong kasih fitur chat lahhh biar bisa ngata2in orang tolol yg pada main terutama di arena volley.. Dapat teammates selalu yg pada bego mainnya. Perbaiki matchmakingnya lah... jangan pasangin sama orang Cina terus atau Korea, pada sok pahlawan semua nyari kill .."
"gamenya bagus tapi pas mau buka karakter kenapa harus pake gem doang kan juga bisa pake koin atau pun bling, misalkan 169 Gems=10.000 koin,1000 bling, kan jadi kayak lebih bagus dan ga ngandalin Gems doang maupun pakai kredit masih aja lama, curiga salah satu staffnya staff EA, berasa main game p2w"
guys aku KEMBALI!!!!!!! Eventnya makin seru ga kalah seru sama game lain event bos banyak bos numpuk btw gua rekomendasi klo lawan boss pke el primo sama hyperchargenya sama gadget asteroid dan star power yg supernya bisa ad api itu op bngt
"masalah jaringan terus, udah ganti data yang jelas bagus tetep ngeleg, terus malah kehitung afk sama sistem padahal di layar itu masih loading screen, gajelas"
"game nya suka tiba ngelag padahal sinyal bagus,tadinya mungkin di hp ini aja tetapi sama aja di hp lain juga ngelag padahal sinyal bagus bukan aplikasi lain sinyal bagus tapi ini sering banget"
"saya tidak menyukai game ini di bagian mendapatkan hadiah dan pertandingan, saya berusaha bermain dengan sabar karena tim syaa yang begitu buruk saya mencoba untuk bersabar namun semakin hari malah semakin buruk tim saya saya hanya mendapat 1 kali tim yang bagus, hadiah peti Helloween tahun ini juga sangat jelek saya bermain dengan rajin saya hanya mendapat 1 skin dan sisanya hanya gold 50 di peti tersebut saya sangat kecewa kepada developer💔"
"jangan bilang nih game bisa cheat bikin musuh jadi lag ya! nonton yt segala macem gada lag pisan, giliran udah masuk pertandingan selau patah patah gerak nya tiba-tiba mati!!!!!!"
kekurangan menurut gw : 1. pemberian item level up yng kurang sehingga tropi jagoan terus meningkat tp level masih rendah sehebat apapun player akan sulit buat menang. 2. Jaringan yang lag mungkin karena server global harapan saya di bagian jaringan mungkin bisa di optimalkan lagi
"saya turunin lagi ke bintang 3 karena makin kesini makin ga jelas jaringannya nya,pas lagi draft pick tiba tiba putus koneksi eh pas mau lanjutin match nya malah di ban padahal saya gak ada niat mau afk, Supercell dari dulu emang cuek bgt kayaknya sama masalah jaringan, ini game gak rekomen buat yang emosian"
"udh terbilang veteran main ni game udh 3 tahunan kira² trofi jg udh 25.000+ tapi kok lama² makin hancur ya gamenya???.terlebih lagi koneksi stuck trs di 92 persen pdhl wifi lancar,game lain lancar padahal dlu seru bgt dhlah uninstal capek pensi wae"
"halo game ini bener-bener bagus dan banyak mini gamenya bukan cuma showdown aja terus ada banyak karakter dan game ini bisa kita mainin tanpa pay to win bagus sih overal,tapi gak tau kenapa pas loading stuck di 92 mulu padahal Internet saya gak kenapa-napa terus saya harus keluar terus masuk lagi supaya gak stuck gitu aja sih bagus banget terimakasih yang udah bikin game ini"
bagus banget nih gem cocok buat yg lagi mager main gem pokoknya bagus buat yg main apa lagi Mabar sam temen beh bagus lah pokoknya pengen ku kasih bintang lima tapi aku ke ingat waktu dulu bug nya keluar masuk keluar masuk ada sih caranya tapi agak susah kalo hpnya GK mendukung ya udh keluar masuk lagi bugnya tolong di perbaiki ya
"Mengapa saat saya ngelag dan saya refresh aplikasinya, malah ngebug tombol keluarnya dan loading screen nya juga lama banget dari biasanya tolong perbaiki,saya jadi ga nyaman main game ini"
"sudah main game ini hampir 5 tahun, baru kali ini ada masalah jaringan. game nya gak bisa di buka pake data, cuma bisa pake wifi. tolong di perbaiki segera."
"kontrol susah analog nya gabisa disetting tetap(fix),beberapa Hero malah kagak balanced,di satu sisi ada Hero yang damage nya gede tapi tipis,tapi di sisi lain ada juga Hero yang udahmah damage sama gede lalu lebih tebel juga,jadi walaupun Hero yg damage gede tapi tipis tersebut dah kebuka semua talent nya ya percuma,lawannya Hero yg dari segi Hp lebih tebel dan segi damage juga sama"
"tolong servernya di perbaiki soalnya sering ganggu jaringan, padahal jaringan nya bagus bagus aja. tolong servernya ya Supercell. satu lagi tolong gameplay nya saat main sama rendom play itu kalo ada yang afk atau sengaja gk ada kontribusi tolong di urus ya. terimakasih..."
"menurut gwe game asik ga bikin emosi juga cuman di modenya itu agak singkat kalau bisa lamain dikitt musuhnya juga kan bnyak tu lebih asik, eh iya buat dlovernya mantap buat gamenya ya kalau bisa analoknya itu jangan ngikutin tangan netap aja di situ lan jadi gampang"
"Tolong diperbaiki lagi terkait permasalahan lag dalam game dan lain sebagainya, setiap mau buka reward seperti Starr drop selalu nge lag padahal jaringan internet lancar ketika in game atau lagi match."
"ini game tambah rusak aja,dulu mah bagus banget sekarang kek game terbengkalai, kita login malah di bilang jaringan error otomatis di suruh login ulang tapi bukan 1 kali, berkali kali. mana dalam game tetap sama jaringan bagus tapi di bilang jaringan error jadi kalah berkali kali gara gara ini"
"Sebenarnya game ini udah bagus banget. Tapi, untuk masalah update kalau bisa langsung update dalam gamenya saja, karena untuk pemain yang menggunakan hp dengan ram kecil sangatlah terganggu dengan update yang terlalu sering ini, solusi saat ini adalah pemain menghapus gamenya kemudian instal ulang. Saya mohon untuk ukuran aplikasi diperkecil lagi seperti dulu, misal dibawah 500MB dan saat memasuki permainan, pemain disuruh download datanya. Mohon pertahankan pemain dengan hp low-end..."
game ini bagus cuma kadang kalo musuh jago tim malah bego tapi game ini cukup seru kalo lagi gabut biasanya main game ini menurut ku Mimin supercell tambahin fitur mic biar bisa ngomong sama teman saat Mabar
"dulu suka banget sama game ini Tapi kecewa pas aq login lagi malah sering keluar sendiri disuruh login ulang kalo Skali dua kali mungkin ya tapi berkali"" padahal signal bagus"" aja bener"" mengganggu tolong diperbaiki lah ya"
"gw Nemu satu bug atau ini mmg fitur (gw newbie soalny jadi gak tau) pas make brawler shade gw bisa double atk tapi bar atk ny cman kepake satu doang, carany pas animasi atk ny mau selesai cepet"" pencet superny nanti dia otomatis nyerang sebelum sama sesudah dia dash, itu doang sih kalo ini bug tlong di fix soalnya agak ngerepotin"
"untuk Supercell, kenapa saat main saya selalu ngelag!, itu terulang berkali-kali dan saya saat main kalah terus ya karena ngelag, pas saya bermain di acara kontes iblis kan tiket nya 5 nah disitu, saat kalah pertama itu wajar karena aku sering, terus jagoan yang di pakai oleh lawan saya pakai dan kenapa karena jagoan itu terlalu entah kenapa saat saya main menggunakan jagoan itu lag parah padahal jaringan saya baik"" saja!!!,"
"Game nya bagus kok, tapi kadang suka nge-lag pas mau nge-kill musuh terus pin aku gak bisa di pake, aku buka setingan juga tetep gak bisa semoga cepet di benerin deh."
